Customer ID,Age,Gender,Location, Income ,Marital Status,Purchase Frequency (Past 6 Months), Average Order Value ,Preferred Product Categories,Last Purchase Date,Return Rate, Customer Lifetime Value (CLV) , Average Star Rating ,NPS Score
C026854,22,Female, St Louis,"$50,000",Single,1,4594,Pendant,22-06-23,0,13782,5.9,66.93
C026859,47,Female, Houston,"$240,000",Married,2,44000,Jewel,18-07-23,0,440000,5.6,63.22
C026905,31,Female, Orlando,"$290,000",Single,2,63000,Bracelet,05-09-23,0.02,630000,5.4,61.58
C026945,37,Female, Raleigh,"$50,000",Married,1,30000,Necklace,05-02-23,0.02,90000,5.9,67.03
C026981,54,Male, Chicago,"$240,000",Married,2,98000,Necklace,27-11-23,0,588000,6.5,70.45
C026992,18,Male, Tulsa,"$260,000",Married,3,173000,Necklace,09-04-23,0,1038000,5,56.72
C026999,22,Male, Tampa,"$210,000",Married,3,21000,Locket,29-08-23,0,315000,5.5,63.32
C027042,37,Female, Columbus,"$280,000",Married,1,183000,Armlet,13-11-23,0,366000,6.8,73.63
C027146,58,Male, Philadelphia,"$130,000",Single,1,63000,Earrings,31-08-23,0,189000,6.4,70.48
C027622,48,Male, New York,"$280,000",Single,3,17000,Locket,06-08-23,0,102000,4.9,58.58
C027651,52,Female, Austin,"$300,000",Single,1,200000,Bracelet,08-04-23,0.01,400000,6.2,68.59
C027698,24,Male, Houston,"$260,000",Single,6,227000,Necklace,31-03-23,0.03,5448000,2,20.46
C027700,34,Male, St Louis,"$150,000",Married,1,62000,Bracelet,04-06-23,0,248000,5.2,60.49
C027819,58,Female, New York,"$300,000",Single,3,540,Jewel,19-03-23,0,8100,4.2,53.96
C027982,59,Female, Raleigh,"$110,000",Married,1,64000,Ring,09-09-23,0,64000,6.5,71.43
C028022,56,Female, Portland,"$150,000",Single,2,55000,Pendant,05-08-23,0.07,330000,6.7,72.54
C028138,60,Female, Los Angeles,"$90,000",Married,2,7000,Locket,21-06-23,0.06,14000,6.9,75.43
C028200,59,Male, Charlotte,"$260,000",Married,5,211000,Earrings,25-09-23,0,2110000,3.6,42.58
C028222,39,Male, St Louis,"$280,000",Single,3,14000,Bracelet,15-09-23,0.03,42000,6.4,71.47
C028235,24,Male, Riverside,"$240,000",Married,1,4201,Locket,10-01-23,0.02,12603,7.2,77.7
C028317,34,Female, Austin,"$300,000",Married,5,105000,Ring,13-06-23,0,525000,3.4,45.9
C028334,44,Male, Tulsa,"$300,000",Single,7,58000,Locket,26-07-23,0.07,406000,4.9,57.74
C028426,42,Male, Tucson,"$230,000",Married,2,200000,Bracelet,28-05-23,0,1600000,4.7,53.11
C028499,30,Male, Los Angeles,"$190,000",Married,1,2632,Pendant,24-10-23,0,5264,6.9,75.27
C028903,28,Male, Philadelphia,"$140,000",Married,3,110000,Necklace,03-09-23,0,660000,3.7,47.87
C028950,32,Female, Long Beach,"$180,000",Single,1,145000,Ring,24-06-23,0,580000,5.7,63.93
C029355,42,Female, Tucson,"$240,000",Married,4,169000,Earrings,11-09-23,0,676000,4.9,57.14
C029533,52,Female, Memphis,"$270,000",Single,5,241000,Locket,16-04-23,0,2410000,2,29.27
C029991,41,Male, Atlanta,"$300,000",Married,4,132000,Locket,25-12-23,0,1056000,5.5,60.73
C030011,33,Female, Raleigh,"$190,000",Single,2,86000,Locket,26-10-23,0,688000,6.3,68.29
C030097,18,Male, Austin,"$90,000",Single,1,59000,Bracelet,17-04-23,0,295000,5.2,61.13
C030203,26,Male, Cincinnati,"$260,000",Single,3,205000,Locket,07-07-23,0,3075000,4.3,45.9
C030257,30,Male, Las Vegas,"$100,000",Married,1,31000,Necklace,24-04-23,0,124000,5.3,62.39
C030436,37,Male, Chicago,"$80,000",Single,2,7000,Necklace,04-09-23,0,42000,4.8,58.47
C030546,19,Female, Philadelphia,"$170,000",Married,1,101000,Jewel,03-10-23,0,505000,4.9,57.53
C030600,25,Male, San Jose,"$290,000",Single,3,225000,Armlet,12-09-23,0,675000,5.6,62.49
C030626,60,Female, Raleigh,"$170,000",Single,2,115000,Necklace,12-09-23,0,920000,6.6,69.94
C030670,35,Female, Pittsburgh,"$170,000",Single,4,120000,Bracelet,23-12-23,0,480000,5.5,62.76
C030877,43,Female, Philadelphia,"$110,000",Single,2,18000,Necklace,19-04-23,0,180000,4.9,58.5
C030886,20,Male, Austin,"$220,000",Married,5,162000,Necklace,11-08-23,0.09,810000,6.5,69.9
C030909,38,Male, Newark,"$50,000",Single,1,31000,Jewel,04-01-23,0,93000,5.2,60.94
C031009,19,Female, Miami,"$230,000",Married,5,63000,Jewel,22-04-23,0.01,1260000,3.5,44.59
C031212,52,Male, Philadelphia,"$160,000",Married,2,61000,Bracelet,14-04-23,0,244000,4.7,57.06
C031311,24,Female, Greensboro,"$60,000",Single,1,26000,Earrings,18-06-23,0.08,130000,7.8,82.1
C031555,29,Male, Denver,"$300,000",Single,6,291000,Locket,29-05-23,0,6984000,1.2,9.86
C031562,43,Male, Charlotte,"$300,000",Married,6,4702,Locket,05-05-23,0,56424,3.4,46.68
C031686,55,Male, Newark,"$210,000",Single,5,171000,Ring,10-06-23,0,2565000,3.9,44.18
C031843,18,Male, Mesa,"$110,000",Married,1,55000,Jewel,14-08-23,0,275000,6.2,69.19
C031906,50,Female, Oklahoma City,"$230,000",Married,1,58000,Ring,23-11-23,0,232000,7.1,76.03
C032136,29,Male, Mesa,"$190,000",Married,2,35000,Ring,26-05-23,0,350000,5.1,60.12
C032160,46,Male, St Louis,"$50,000",Single,1,3000,Earrings,21-12-23,0,3000,7.4,79.16
C032394,20,Male, Norfolk,"$130,000",Married,3,40000,Necklace,21-11-23,0,120000,6.2,68.88
C032486,56,Male, Long Beach,"$110,000",Single,2,109000,Armlet,22-12-23,0,1090000,6.7,70.45
C032605,38,Female, Oklahoma City,"$130,000",Married,3,54000,Necklace,05-06-23,0.03,324000,5.2,60.53
C032609,29,Female, Tampa,"$230,000",Married,4,66000,Jewel,17-05-23,0,1320000,4,47.98
C032629,22,Male, San Jose,"$140,000",Single,2,136000,Necklace,11-12-23,0,544000,6.3,68.75
C032716,26,Male, Orlando,"$120,000",Married,2,30000,Jewel,28-05-23,0,180000,5.2,60.85
C032767,25,Male, Long Beach,"$240,000",Single,6,54000,Armlet,25-04-23,0.01,1296000,3.1,41.26
C033027,27,Male, Newark,"$250,000",Single,2,207000,Necklace,27-08-23,0,828000,5.5,61.25
C033132,38,Female, Riverside,"$160,000",Single,2,4133,Locket,21-03-23,0,24798,4.7,57.31
C033156,22,Male, Atlanta,"$140,000",Married,3,104000,Pendant,07-03-23,0,624000,4.7,55.93
C033231,44,Female, Philadelphia,"$120,000",Married,1,16000,Jewel,04-02-23,0,64000,5.2,61.25
C033510,54,Female, Wichita,"$70,000",Married,1,51000,Armlet,06-07-23,0,153000,5.7,65.03
C033522,35,Female, Columbus,"$230,000",Married,4,119000,Jewel,04-07-23,0,1428000,3.3,42.7
C033549,48,Male, Greensboro,"$110,000",Married,2,5000,Pendant,06-06-23,0,20000,5.3,62.45
C033559,22,Male, San Jose,"$100,000",Single,2,89000,Earrings,07-04-23,0,712000,5.3,60.53
C033569,30,Female, Austin,"$130,000",Married,3,83000,Earrings,30-08-23,0,1245000,5.3,58.71
C033603,25,Female, Raleigh,"$110,000",Single,1,83000,Necklace,04-08-23,0,249000,5.1,60.4
C033909,19,Female, Boston,"$170,000",Single,2,42000,Locket,26-07-23,0,252000,5.6,64.33
C034018,48,Female, St Louis,"$170,000",Single,3,12000,Bracelet,10-12-23,0,36000,5.9,67.36
C034442,55,Male, Wichita,"$210,000",Single,2,190000,Bracelet,08-11-23,0.06,760000,6.9,72.75
C034470,34,Female, Philadelphia,"$70,000",Married,1,4035,Necklace,30-08-23,0,8070,6.4,71.57
C034504,37,Male, Austin,"$120,000",Single,3,30000,Necklace,14-12-23,0,90000,6.4,70.83
C034862,46,Male, Tampa,"$160,000",Single,1,80000,Necklace,29-07-23,0,240000,6.1,67.95
C034904,23,Female, San Francisco,"$90,000",Married,2,1058,Bracelet,06-05-23,0,8464,5.3,62.51
C034989,21,Female, Newark,"$110,000",Married,1,64000,Armlet,30-05-23,0,192000,5.6,64.24
C035094,27,Male, Fresno,"$220,000",Single,1,109000,Ring,25-09-23,0.06,327000,8,83.26
C035272,31,Female, Louisville,"$190,000",Married,2,12000,Ring,27-06-23,0,24000,5.5,63.7
C035285,23,Female, Atlanta,"$240,000",Single,1,220000,Necklace,24-04-23,0,220000,5.1,60.07
C035305,44,Female, Norfolk,"$280,000",Married,5,119000,Jewel,25-05-23,0,2380000,3.2,38.56
C035316,56,Male, Wichita,"$200,000",Married,5,10000,Earrings,24-04-23,0,50000,3.7,49.06
C035358,54,Male, Tulsa,"$130,000",Single,1,4678,Jewel,19-07-23,0,18712,6.1,68.73
C035360,24,Female, San Antonio,"$90,000",Single,1,300,Necklace,08-06-23,0,450,6.3,70.03
C035448,28,Female, Mesa,"$100,000",Married,2,2472,Earrings,20-12-23,0.03,14832,7.7,81.7
C035474,50,Male, Philadelphia,"$250,000",Married,3,119000,Jewel,18-07-23,0.1,1071000,7.3,75.17
C035563,28,Male, Milwaukee,"$90,000",Married,2,8000,Bracelet,16-03-23,0,64000,4.6,56.78
C035589,57,Male, Los Angeles,"$140,000",Single,3,18000,Pendant,11-04-23,0,54000,6.1,68.65
C035697,32,Female, Seattle,"$170,000",Married,1,142000,Necklace,14-03-23,0,710000,4.8,56.76
C035832,60,Female, Oklahoma City,"$240,000",Married,1,236000,Locket,22-09-23,0,236000,6.3,69.95
C035977,28,Female, Las Vegas,"$270,000",Married,2,238000,Necklace,06-02-23,0.08,1428000,6.7,69.11
C035989,45,Male, Tucson,"$280,000",Single,6,268000,Earrings,26-10-23,0,3216000,2.7,32.17
C036047,43,Male, San Francisco,"$140,000",Married,1,107000,Necklace,09-03-23,0,321000,6.3,69.83
C036109,38,Male, Denver,"$250,000",Married,5,1631,Jewel,30-04-23,0.06,40775,5.3,61.94
C036208,47,Female, Austin,"$60,000",Married,1,54000,Pendant,15-07-23,0,108000,6,67.67
C036428,47,Male, Oklahoma City,"$230,000",Single,4,88000,Necklace,11-10-23,0,1408000,5.3,58.61
C036482,43,Female, Los Angeles,"$80,000",Married,1,77000,Necklace,23-04-23,0.1,154000,7.8,81.74
C036509,35,Female, St Louis,"$290,000",Married,4,252000,Locket,12-07-23,0.08,5040000,6.7,58.92
C036532,52,Female, San Francisco,"$290,000",Married,2,33000,Necklace,10-01-23,0,264000,6.2,68.98
C036545,31,Female, Miami,"$150,000",Single,3,128000,Earrings,11-11-23,0,384000,5.7,64.6
C036604,21,Male, Sacramento,"$90,000",Married,2,78000,Pendant,25-12-23,0,468000,6.8,73.1
C036621,36,Female, Las Vegas,"$180,000",Married,1,124000,Earrings,18-09-23,0,124000,6.4,71.21
C036712,27,Male, Indianapolis,"$130,000",Single,2,127000,Armlet,30-06-23,0.08,254000,7.2,76.75
C036811,60,Male, San Diego,"$270,000",Single,4,2050,Necklace,18-04-23,0,41000,4.1,52.47
C036935,57,Female, Wichita,"$240,000",Married,6,6000,Armlet,14-04-23,0,72000,3.2,45.15
C037139,18,Male, Sacramento,"$300,000",Married,5,71000,Necklace,10-09-23,0.03,1065000,5.4,60.09
C037272,45,Female, Philadelphia,"$290,000",Married,5,11000,Earrings,05-07-23,0,165000,3.8,49.55
C037443,54,Male, Oklahoma City,"$70,000",Married,1,4000,Necklace,27-12-23,0.05,16000,8.7,89.51
C037586,43,Female, El Paso,"$180,000",Married,4,101000,Ring,06-08-23,0,1616000,4,47.09
C037600,40,Female, Fort Worth,"$130,000",Married,2,47000,Earrings,20-05-23,0,470000,5.1,59.12
C037744,51,Male, Nashville,"$290,000",Married,5,84000,Earrings,24-09-23,0,1260000,4.4,51.82
C037776,20,Female, Pittsburgh,"$150,000",Single,1,65000,Jewel,11-03-23,0,260000,6.9,74.54
C037807,55,Male, Louisville,"$240,000",Married,5,63000,Locket,24-04-23,0,945000,3.3,43.63
C037933,50,Female, Minneapolis,"$190,000",Single,3,20000,Pendant,11-07-23,0.09,60000,8.4,86.77
C038183,40,Female, Louisville,"$70,000",Married,1,12000,Necklace,16-09-23,0.03,24000,7.3,78.58
C038265,31,Male, Philadelphia,"$70,000",Single,1,59000,Earrings,28-03-23,0,118000,5.1,60.29
C038324,58,Male, Dallas,"$90,000",Single,2,7000,Jewel,22-11-23,0,28000,6.7,73.69
C038404,28,Female, Charlotte,"$250,000",Single,2,99000,Locket,30-12-23,0,198000,6.8,73.76
C038406,48,Male, Philadelphia,"$210,000",Single,5,192000,Necklace,22-08-23,0,960000,3.4,44.63
C038514,48,Female, Kansas City,"$200,000",Single,5,39000,Armlet,10-07-23,0,195000,4.8,58.18
C038569,24,Female, Denver,"$270,000",Single,1,51000,Necklace,19-06-23,0,102000,5.8,65.98
C038572,55,Male, Colorado Springs,"$60,000",Single,1,47000,Locket,23-12-23,0,94000,7.4,78.55
C038583,40,Male, St Louis,"$140,000",Married,2,1495,Necklace,13-08-23,0,8970,5.9,67.11
C038640,47,Male, Indianapolis,"$90,000",Married,2,52000,Armlet,04-11-23,0,416000,4.7,56.56
C038659,25,Female, Dallas,"$230,000",Single,2,54000,Necklace,13-08-23,0,540000,5.7,64.45
C038701,45,Male, Raleigh,"$280,000",Married,3,232000,Necklace,30-07-23,0,696000,4.4,53.37
C038709,37,Female, Norfolk,"$220,000",Married,3,198000,Ring,11-12-23,0,2970000,5.4,54.99
C038913,51,Female, San Diego,"$290,000",Single,7,212000,Pendant,15-04-23,0,1484000,0.8,22.16
C038931,18,Female, Austin,"$130,000",Single,3,15000,Necklace,31-10-23,0,90000,6.1,68.37
C038932,20,Male, Orlando,"$110,000",Single,1,19000,Necklace,22-10-23,0,38000,6.9,74.87
C038970,44,Female, Nashville,"$100,000",Married,2,90000,Ring,17-09-23,0,900000,5.9,64.98
C039220,55,Female, Columbus,"$100,000",Single,2,96000,Necklace,05-08-23,0,768000,4.8,56.4
C039290,18,Male, Mesa,"$120,000",Single,2,36000,Ring,20-12-23,0,144000,6.9,74.61
C039480,49,Male, Oklahoma City,"$160,000",Single,2,39000,Earrings,24-06-23,0,78000,5.4,62.76
C039510,49,Female, Jacksonville,"$290,000",Single,2,30000,Necklace,18-06-23,0,180000,5.3,62.26
C039572,50,Female, Long Beach,"$170,000",Married,1,67000,Earrings,18-07-23,0,67000,6,67.85
C039598,19,Female, Sacramento,"$50,000",Single,1,18000,Armlet,05-06-23,0,54000,5.5,63.53
C039757,52,Male, Tulsa,"$300,000",Single,1,4547,Jewel,20-06-23,0.04,4547,6.9,74.83
C039837,47,Male, Tampa,"$120,000",Married,3,55000,Jewel,09-10-23,0,660000,5.5,62.03
C039904,30,Male, Orlando,"$300,000",Single,6,230000,Necklace,24-09-23,0,4140000,2.7,29.85
C039946,31,Male, Louisville,"$230,000",Single,4,220000,Ring,03-09-23,0,880000,2.6,37.96
C040062,22,Male, Houston,"$280,000",Single,3,730,Necklace,25-06-23,0,4380,5.1,60.52
C040156,36,Female, Indianapolis,"$270,000",Married,3,60000,Earrings,06-03-23,0,900000,4.6,54.56
C040181,55,Male, Oklahoma City,"$250,000",Married,6,46000,Armlet,10-10-23,0,552000,4.3,53.15
C040324,43,Female, Cincinnati,"$200,000",Single,4,105000,Necklace,05-01-23,0,2100000,3.6,42.99
C040366,55,Male, Memphis,"$180,000",Married,3,99000,Necklace,14-11-23,0,297000,5.9,65.99
C040512,37,Female, Raleigh,"$200,000",Married,4,109000,Necklace,20-08-23,0,1308000,4.5,52.51
C040677,31,Male, Atlanta,"$300,000",Single,2,240000,Jewel,21-12-23,0,960000,6.3,67.92
C040714,51,Female, El Paso,"$280,000",Single,5,184000,Armlet,15-06-23,0,3680000,2.9,32.73
C040727,44,Male, Fort Worth,"$210,000",Single,4,21000,Necklace,09-08-23,0,252000,5.2,60.61
C040752,56,Female, San Francisco,"$140,000",Single,3,96000,Necklace,30-04-23,0,288000,4.2,52.87
C040826,44,Female, Fort Worth,"$50,000",Married,1,44000,Earrings,01-02-24,0,88000,7.4,79.27
C041056,55,Female, Tulsa,"$50,000",Single,1,3000,Necklace,12-05-23,0.08,3000,9.3,94.09
C041060,38,Male, Long Beach,"$260,000",Single,2,237000,Ring,20-07-23,0,1422000,5.1,56.36
C041108,45,Female, Albuquerque,"$210,000",Single,1,180000,Bracelet,04-10-23,0,360000,5,59.16
C041116,32,Female, Newark,"$60,000",Married,1,7000,Necklace,23-12-23,0,21000,7.4,79.2
C041131,51,Male, Miami,"$230,000",Married,1,97000,Earrings,14-06-23,0,485000,5.7,64.05
C041159,20,Male, Mesa,"$200,000",Married,5,137000,Locket,12-07-23,0,1370000,4.7,53.59
C041199,31,Male, Tucson,"$130,000",Single,1,1000,Locket,13-05-23,0.1,2000,8,84.33
C041298,42,Male, Albuquerque,"$260,000",Single,5,59000,Locket,05-08-23,0,885000,3.4,44.95
C041306,21,Female, Orlando,"$90,000",Single,2,2838,Ring,16-10-23,0,22704,6.4,71.32
C041338,50,Male, Las Vegas,"$170,000",Single,1,95000,Pendant,25-03-23,0,475000,5,58.68
C041405,59,Female, Newark,"$220,000",Married,5,66000,Necklace,06-01-23,0,660000,3.6,46.82
C041484,42,Male, Los Angeles,"$90,000",Married,1,68000,Necklace,27-06-23,0,68000,5.8,66.43
C041563,25,Male, San Antonio,"$60,000",Married,1,7000,Necklace,21-03-23,0,21000,5.1,60.67
C041657,48,Male, Riverside,"$190,000",Married,1,104000,Bracelet,05-01-23,0.02,312000,5.8,65.53
C041699,33,Male, Austin,"$230,000",Married,3,223000,Jewel,17-07-23,0.03,2676000,5.1,53.13
C041715,50,Male, Kansas City,"$80,000",Single,1,30000,Necklace,30-09-23,0,60000,6.7,73.22
C042004,40,Male, Colorado Springs,"$90,000",Single,2,86000,Bracelet,14-08-23,0,688000,5.7,63.4
C042029,22,Female, Detroit,"$260,000",Married,5,251000,Locket,18-05-23,0,5020000,2.2,23.39
C042148,50,Male, Virginia Beach,"$60,000",Single,1,7000,Bracelet,29-10-23,0,21000,6.9,75.52
C042867,41,Female, Austin,"$150,000",Married,2,129000,Armlet,03-11-23,0,1290000,4.3,50.31
C042964,25,Female, Tampa,"$140,000",Married,1,48000,Ring,16-05-23,0,144000,5.5,63.62
C043195,39,Male, Denver,"$260,000",Married,5,60000,Ring,12-12-23,0.07,1500000,7,71.72
C043315,45,Female, Norfolk,"$190,000",Married,1,127000,Jewel,11-04-23,0,127000,6.8,74.32
C043495,34,Male, San Jose,"$300,000",Single,2,234000,Armlet,04-12-23,0.02,1404000,4.7,53.86
C043508,30,Female, San Francisco,"$60,000",Single,1,1533,Locket,27-12-23,0,4599,7.4,79.57
C043580,48,Female, St Louis,"$60,000",Single,1,53000,Jewel,26-04-23,0.08,53000,7.3,78.49
C044089,48,Female, Phoenix,"$160,000",Single,4,76000,Ring,16-12-23,0,1216000,5.7,62.09
C044456,44,Female, Atlanta,"$300,000",Single,1,36000,Ring,16-10-23,0,72000,6.8,74.19
C044523,52,Male, Fort Worth,"$200,000",Single,4,94000,Earrings,16-06-23,0,752000,4.1,50.4
C044549,42,Female, Portland,"$300,000",Single,6,124000,Necklace,20-09-23,0,1488000,3.5,44.06
C044571,25,Female, Denver,"$80,000",Single,1,6000,Jewel,18-11-23,0,12000,7.1,76.89
C045377,33,Male, Philadelphia,"$70,000",Single,1,61000,Bracelet,03-11-23,0,61000,4.9,59.3
C045410,40,Female, Charlotte,"$290,000",Married,6,64000,Ring,10-07-23,0,384000,4.2,52.26
C045444,54,Female, Cincinnati,"$240,000",Married,5,217000,Necklace,09-03-23,0,1085000,3.4,43.72
C045538,40,Male, Mesa,"$160,000",Single,4,95000,Necklace,12-12-23,0,760000,5.6,62.31
C045549,52,Male, San Antonio,"$190,000",Single,4,39000,Armlet,13-08-23,0,624000,4.9,57.03
C045603,55,Male, Seattle,"$200,000",Married,4,46000,Necklace,23-09-23,0,736000,5.2,59.15
C045665,22,Female, Boston,"$170,000",Married,3,111000,Ring,04-08-23,0.06,1332000,5.5,59.92
C045741,46,Male, Austin,"$220,000",Married,2,5000,Ring,16-04-23,0.07,50000,6.6,72.96
C045749,56,Female, San Antonio,"$280,000",Single,7,229000,Ring,17-10-23,0.03,3206000,2.9,34.32
C046084,49,Male, Milwaukee,"$270,000",Married,3,263000,Jewel,16-04-23,0,1578000,3.4,42.82
C046147,24,Female, Indianapolis,"$140,000",Married,1,130000,Pendant,09-05-23,0,390000,6.3,69.52
C046281,31,Male, Orlando,"$230,000",Single,4,229000,Pendant,18-07-23,0.07,1832000,5.4,57.6
C046475,42,Male, Las Vegas,"$230,000",Married,2,97000,Jewel,28-03-23,0,582000,4.5,54.17
C046828,59,Male, Chicago,"$50,000",Married,1,45000,Armlet,04-10-23,0,45000,5.2,61.52
C046907,25,Female, Philadelphia,"$100,000",Married,2,45000,Necklace,06-03-23,0,180000,5.2,60.93
C047102,56,Female, Orlando,"$130,000",Single,2,5000,Necklace,17-04-23,0,20000,4.9,59.11
C047203,24,Male, Jacksonville,"$210,000",Married,1,187000,Necklace,27-08-23,0.08,187000,8.2,84.88
C047640,46,Female, Portland,"$290,000",Single,6,155000,Necklace,11-11-23,0,1860000,3.7,44.46
C047670,57,Male, Riverside,"$260,000",Married,2,206000,Armlet,26-04-23,0,2060000,4.4,49.52
C047734,48,Male, Houston,"$60,000",Married,1,1000,Pendant,10-09-23,0,5000,6.8,74.29
C047753,40,Male, El Paso,"$210,000",Single,2,176000,Bracelet,18-12-23,0,704000,6.5,69.84
C047782,51,Male, Virginia Beach,"$130,000",Single,2,53000,Pendant,15-04-23,0,318000,4.7,57.08
C047895,52,Female, Fort Worth,"$200,000",Single,2,164000,Jewel,20-09-23,0,656000,5.8,64.28
C048278,52,Female, St Louis,"$150,000",Married,2,97000,Pendant,09-01-23,0,776000,5.8,64.12
C048420,54,Male, Long Beach,"$90,000",Married,2,64000,Ring,04-01-23,0,384000,4.6,55.72
C048491,32,Male, Omaha,"$270,000",Single,3,34000,Necklace,17-05-23,0,408000,4.6,55.68
C048579,46,Male, New York,"$110,000",Married,2,24000,Ring,29-05-23,0.08,192000,7.2,77.02
C048847,36,Female, Fresno,"$230,000",Married,4,133000,Armlet,12-01-23,0,532000,5.3,60.58
C048862,26,Male, Las Vegas,"$100,000",Single,1,57000,Earrings,27-12-23,0,228000,7.4,78.33
C048893,45,Female, San Antonio,"$110,000",Married,2,3594,Bracelet,04-05-23,0,35940,4.8,58.29
C049028,29,Male, St Louis,"$210,000",Single,2,188000,Bracelet,26-09-23,0.06,752000,7.3,75.89
C049029,22,Female, San Antonio,"$170,000",Single,4,81000,Locket,15-09-23,0,1620000,4.9,54.56
C049064,56,Male, Norfolk,"$250,000",Married,2,184000,Bracelet,23-07-23,0,1840000,5.2,56.51
C049122,36,Female, Omaha,"$200,000",Single,2,57000,Jewel,28-07-23,0,456000,5.6,63.56
C049245,45,Male, Philadelphia,"$230,000",Married,1,89000,Armlet,10-04-23,0,267000,6.6,72.25
C049533,22,Male, Virginia Beach,"$210,000",Single,1,4538,Jewel,04-10-23,0,9076,5.3,62.07
C049616,57,Female, Minneapolis,"$130,000",Single,1,129000,Bracelet,23-04-23,0,387000,5.2,60.51
C049815,31,Female, Jacksonville,"$100,000",Married,1,88000,Jewel,26-04-23,0,88000,5.3,62.01
C049858,26,Male, Nashville,"$50,000",Single,1,13000,Bracelet,11-08-23,0,13000,7,76.14
C049878,46,Male, Austin,"$230,000",Married,1,192000,Ring,24-10-23,0,576000,6.7,71.59
C050037,60,Female, Philadelphia,"$290,000",Married,4,203000,Locket,12-01-23,0,4060000,4.9,47.45
C050269,32,Female, Kansas City,"$80,000",Single,2,50000,Necklace,05-09-23,0,300000,5,58.81
C050283,36,Female, Greensboro,"$270,000",Single,4,58000,Bracelet,25-06-23,0,232000,4.3,54.05
C050312,38,Male, Kansas City,"$240,000",Single,6,53000,Armlet,10-06-23,0,318000,4.3,53.09
C050327,51,Male, Fresno,"$180,000",Single,2,104000,Armlet,29-11-23,0,624000,6.5,70.35
C050334,48,Male, Columbus,"$90,000",Married,1,56000,Locket,04-04-23,0,280000,5.1,60.33
C050335,26,Female, Oklahoma City,"$80,000",Single,1,69000,Armlet,28-06-23,0,207000,5.8,66.09
C050356,38,Female, Columbus,"$50,000",Married,1,18000,Necklace,19-09-23,0,36000,6.6,72.68
C050445,31,Male, Milwaukee,"$230,000",Single,4,3668,Jewel,12-08-23,0,44016,6,68.04
C050508,58,Female, Indianapolis,"$250,000",Married,6,150000,Earrings,07-09-23,0.02,4500000,3.2,32.87
C050557,29,Male, Austin,"$170,000",Married,4,152000,Armlet,14-09-23,0,2432000,4.5,49.1
C050652,31,Male, Pittsburgh,"$300,000",Single,1,140000,Necklace,16-11-23,0,140000,6.9,74.94
C050727,55,Male, Jacksonville,"$260,000",Single,3,220000,Necklace,05-03-23,0.04,3300000,4.7,48.42
C050802,36,Male, Raleigh,"$140,000",Single,3,29000,Necklace,15-12-23,0,348000,6.4,70.19
C050887,23,Female, Chicago,"$50,000",Married,1,32000,Ring,06-12-23,0.03,32000,6.5,71.92
C050986,20,Female, Oklahoma City,"$60,000",Married,1,12000,Armlet,15-09-23,0,48000,6.6,72.44
C051001,34,Male, Houston,"$280,000",Single,5,52000,Pendant,04-01-23,0,260000,3.2,44.65
C051049,49,Male, Tulsa,"$170,000",Single,2,42000,Ring,04-10-23,0.03,252000,5.5,63.18
C051112,33,Male, Nashville,"$270,000",Married,1,16000,Necklace,26-08-23,0,48000,6.4,71.06
C051147,22,Male, Oklahoma City,"$220,000",Married,3,212000,Pendant,22-09-23,0,1272000,5,55.98
C051245,50,Female, San Antonio,"$130,000",Married,2,128000,Earrings,25-07-23,0,1280000,5.4,59.46
C051664,19,Female, Oklahoma City,"$130,000",Single,3,1961,Pendant,13-05-23,0,11766,4.7,57.58
C051681,41,Female, Virginia Beach,"$100,000",Married,1,88000,Jewel,23-08-23,0.1,264000,8.8,89.46
C051775,57,Female, Fresno,"$270,000",Married,6,245000,Armlet,21-04-23,0,5880000,1.3,13.46
C051993,44,Male, Tulsa,"$260,000",Single,2,77000,Armlet,13-12-23,0.06,616000,8.2,83.9
C052203,33,Female, Fort Worth,"$200,000",Single,4,74000,Jewel,31-07-23,0,888000,4.6,53.89
C052382,39,Male, San Antonio,"$70,000",Single,1,16000,Ring,11-06-23,0,80000,7,75.79
C052579,53,Female, Boston,"$280,000",Single,4,218000,Earrings,15-08-23,0,4360000,3.9,38.71
C052681,55,Female, Jacksonville,"$150,000",Single,1,107000,Ring,04-03-23,0,214000,5.1,59.9
C052792,30,Male, Orlando,"$70,000",Married,1,1757,Ring,16-08-23,0,8785,6.3,70.66
C052999,54,Female, Oklahoma City,"$140,000",Single,1,400,Ring,27-06-23,0,500,5.9,67.36
C053017,59,Male, Tucson,"$230,000",Single,5,82000,Necklace,11-02-23,0,820000,4.8,55.8
C053048,27,Female, Chicago,"$280,000",Married,2,271000,Pendant,10-01-23,0.08,1084000,7.6,77.48
C053104,57,Female, Tulsa,"$230,000",Single,3,4341,Locket,13-10-23,0,52092,6,67.63
C053135,37,Female, Raleigh,"$60,000",Married,1,24000,Necklace,31-05-23,0,120000,5.7,64.95
C053276,49,Female, Fresno,"$80,000",Single,1,24000,Locket,12-06-23,0,120000,7.2,77.59
C053376,51,Male, Fresno,"$240,000",Married,2,222000,Necklace,19-11-23,0,2220000,6.1,62.56
C053378,50,Male, Austin,"$270,000",Married,5,78000,Armlet,13-06-23,0,1950000,3.6,43.28
C053453,52,Male, Long Beach,"$120,000",Married,1,3197,Ring,12-11-23,0,9591,7.3,78.47
C053742,22,Male, Louisville,"$80,000",Single,1,4554,Bracelet,21-04-23,0.06,4554,6.9,74.81
